"","wife_age","wife_ed","husband_ed","num_child","wife_religion","wife_working","husband_cc","SOL_index","media_exposure","contraception"
"556",21,2,2,1,1,1,3,2,0,"1"
"557",32,3,3,6,1,0,3,3,0,"1"
"558",30,3,4,2,1,1,1,4,0,"1"
"559",37,4,4,5,1,1,3,4,0,"1"
"560",29,4,3,4,1,0,3,2,0,"1"
"561",38,4,4,3,1,0,1,4,0,"1"
"562",49,3,3,11,1,1,1,4,0,"1"
"563",41,3,3,5,1,1,1,4,0,"1"
"564",43,3,4,5,1,1,3,2,1,"1"
"565",47,1,1,10,1,1,3,3,0,"1"
"566",22,4,4,1,1,1,1,3,0,"1"
"567",27,4,4,1,0,0,1,4,0,"1"
"568",34,3,4,2,0,1,2,3,0,"1"
"569",42,3,3,4,1,1,2,4,0,"1"
"570",39,4,4,3,0,0,1,4,0,"1"
"571",36,4,4,3,0,1,2,4,0,"1"
"572",21,4,4,1,1,1,2,1,0,"1"
"573",36,3,4,4,0,0,2,4,0,"1"
"574",25,2,3,1,1,0,4,4,0,"1"
"575",41,4,4,4,0,0,2,4,0,"1"
"576",32,4,4,4,0,0,2,4,0,"1"
"577",41,4,4,4,0,0,2,4,0,"1"
"578",43,4,4,3,0,1,1,4,0,"1"
"579",35,4,4,3,1,1,2,3,0,"1"
"580",24,4,4,2,1,0,1,3,0,"1"
"581",43,4,4,6,1,1,1,4,0,"1"
"582",48,4,4,7,0,1,1,4,0,"1"
"583",28,4,4,2,1,1,1,3,0,"1"
"584",24,4,4,1,1,1,1,4,0,"1"
"585",42,4,4,3,1,0,1,4,0,"1"
"586",39,4,4,3,1,1,1,4,0,"1"
"587",24,4,4,1,1,1,1,4,0,"1"
"588",33,4,3,5,1,1,2,4,0,"1"
"589",29,4,4,2,1,1,3,4,0,"1"
"590",44,4,4,5,1,1,1,4,0,"1"
"591",17,4,4,1,1,1,2,4,0,"1"
"592",35,3,4,3,1,1,2,2,0,"1"
"593",32,3,4,5,1,1,1,2,0,"1"
"594",27,4,4,2,1,0,1,3,0,"1"
"595",44,4,4,4,1,1,1,4,0,"1"
"596",42,4,4,5,1,1,1,4,0,"1"
"597",40,4,4,6,1,1,1,3,0,"1"
"598",44,4,4,3,1,1,1,4,0,"1"
"599",33,4,4,5,1,1,2,4,0,"1"
"600",35,2,4,3,0,0,3,4,1,"1"
"601",31,4,2,2,0,1,1,3,0,"1"
"602",37,4,4,3,0,1,3,4,0,"1"
"603",45,4,4,3,0,1,2,4,0,"1"
"604",26,4,4,2,0,1,1,4,0,"1"
"605",40,3,4,2,0,1,3,4,0,"1"
"606",30,4,4,1,0,1,2,4,0,"1"
"607",36,3,4,3,0,0,3,4,0,"1"
"608",33,3,4,3,0,1,2,4,0,"1"
"609",41,4,4,5,0,1,2,4,0,"1"
"610",45,3,3,6,0,1,2,4,0,"1"
"611",48,4,4,6,0,1,2,4,0,"1"
"612",35,4,4,3,0,0,3,4,0,"1"
"613",37,4,4,4,0,0,2,4,0,"1"
"614",46,4,4,3,0,0,1,4,0,"1"
"615",38,4,4,4,0,1,3,4,0,"1"
"616",30,3,4,7,1,1,2,4,0,"1"
"617",42,4,3,7,1,0,1,4,0,"1"
"618",35,2,2,6,1,1,3,4,0,"1"
"619",34,4,4,6,1,1,3,4,0,"1"
"620",37,4,4,4,1,1,1,4,0,"1"
"621",38,4,4,6,1,1,1,4,0,"1"
"622",30,3,3,2,1,1,2,3,0,"1"
"623",46,4,4,4,1,1,1,4,0,"1"
"624",31,4,4,3,0,1,2,4,0,"1"
"625",41,4,4,6,0,1,1,4,0,"1"
"626",41,4,4,7,1,1,2,4,0,"1"
"627",32,4,4,2,0,0,2,4,0,"1"
"628",44,4,4,4,1,1,1,4,0,"1"
"629",39,4,4,4,0,1,1,4,0,"1"
"630",39,4,4,5,1,1,1,4,0,"1"
"631",45,4,4,4,1,1,1,4,0,"1"
"632",33,4,4,3,1,1,1,4,0,"1"
"633",39,4,4,3,0,1,1,4,0,"1"
"634",44,4,4,3,1,0,1,4,0,"1"
"635",34,3,3,6,1,1,3,4,0,"1"
"636",33,3,3,5,1,1,3,4,0,"1"
"637",34,2,2,8,1,1,2,2,0,"1"
"638",27,3,2,5,1,1,2,4,0,"1"
"639",47,1,1,8,1,1,3,4,1,"1"
"640",25,2,4,3,1,1,1,4,1,"1"
"641",24,3,4,5,1,1,1,2,1,"1"
"642",41,4,4,4,1,0,1,4,0,"1"
"643",29,3,3,4,1,1,3,4,0,"1"
"644",27,2,2,5,1,1,3,1,0,"1"
"645",40,3,4,5,1,1,1,2,0,"1"
"646",30,2,2,6,1,1,3,1,0,"1"
"647",24,4,4,1,1,0,1,4,0,"1"
"648",36,4,4,2,1,0,1,4,0,"1"
"649",17,2,2,1,1,1,3,2,0,"1"
"650",28,1,2,4,1,1,2,3,0,"1"
"651",27,2,4,1,1,1,1,4,0,"1"
"652",21,3,3,1,1,1,3,3,0,"1"
"653",30,2,2,4,1,1,2,4,0,"1"
"654",48,4,4,16,1,1,1,4,0,"1"
"655",29,2,4,3,1,0,3,3,0,"1"
"656",29,4,4,2,1,1,3,4,0,"1"
"657",20,3,4,2,1,1,1,3,0,"1"
"658",28,4,4,1,1,1,3,2,0,"1"
"659",32,2,3,5,1,0,2,3,0,"1"
"660",27,3,3,1,1,0,3,3,0,"1"
"661",25,2,3,1,1,1,3,1,0,"1"
"662",43,4,4,3,1,1,1,4,0,"1"
"663",35,4,4,2,1,1,2,4,0,"1"
"664",30,4,4,1,1,1,1,4,0,"1"
"665",29,1,4,3,1,1,4,4,1,"1"
"666",33,3,4,8,1,1,3,4,0,"1"
"667",37,3,4,5,1,0,2,4,0,"1"
"668",27,2,4,3,1,1,4,4,0,"1"
"669",33,2,4,3,1,1,2,4,0,"1"
"670",35,2,3,6,1,0,3,3,0,"1"
"671",20,3,3,2,1,1,2,4,0,"1"
"672",26,2,4,3,1,1,3,4,0,"1"
"673",24,3,3,2,1,1,3,3,0,"1"
"674",45,1,3,3,1,1,3,2,0,"1"
"675",34,3,4,4,1,1,1,3,0,"1"
"676",49,4,3,13,1,1,1,4,0,"1"
"677",33,4,4,5,1,1,1,4,0,"1"
"678",33,3,3,8,1,1,3,4,0,"1"
"679",24,3,4,3,1,1,1,4,0,"1"
"680",30,2,2,4,1,1,2,1,0,"1"
"681",27,2,4,4,1,1,2,1,0,"1"
"682",23,4,3,1,1,1,2,2,0,"1"
"683",35,4,4,4,1,1,1,4,0,"1"
"684",35,4,4,1,0,1,1,4,0,"1"
"685",40,4,4,2,0,0,1,4,0,"1"
"686",29,3,3,1,1,1,3,3,0,"1"
"687",33,3,3,3,1,1,3,3,0,"1"
"688",36,4,4,6,0,1,1,2,1,"1"
"689",36,4,4,4,0,1,1,4,0,"1"
"690",41,4,4,1,1,1,3,3,0,"1"
"691",38,3,4,3,1,1,3,2,0,"1"
"692",29,2,4,3,1,1,3,3,0,"1"
"693",19,4,4,1,1,1,1,3,0,"1"
"694",34,2,3,2,1,1,2,3,0,"1"
"695",26,2,4,3,1,1,3,4,0,"1"
"696",22,4,4,1,1,1,2,3,0,"1"
"697",42,4,4,7,1,1,2,4,0,"1"
"698",27,3,4,2,1,1,3,2,0,"1"
"699",27,4,4,2,1,1,1,4,0,"1"
"700",39,4,3,1,1,0,2,2,0,"1"
"701",21,4,4,1,1,1,3,1,0,"1"
"702",36,2,3,7,1,1,3,3,0,"1"
"703",29,1,2,5,1,0,1,2,0,"1"
"704",29,2,3,4,1,1,2,1,0,"1"
"705",22,3,2,2,1,1,2,1,0,"1"
"706",20,2,3,1,1,1,2,1,0,"1"
"707",33,3,4,4,1,0,2,4,0,"1"
"708",27,3,3,3,1,1,2,3,0,"1"
"709",25,4,4,3,1,1,1,4,0,"1"
"710",25,4,3,2,1,1,3,3,0,"1"
"711",32,2,3,4,1,1,3,2,0,"1"
"712",39,3,4,2,1,1,1,3,0,"1"
"713",31,3,3,3,1,1,2,1,1,"1"
"714",26,4,4,4,1,1,3,4,0,"1"
"715",30,3,3,7,1,1,3,4,0,"1"
"716",43,3,3,5,1,0,3,3,0,"1"
"717",34,2,4,4,1,1,3,3,0,"1"
"718",43,4,4,3,1,1,1,4,0,"1"
"719",32,4,4,3,0,1,1,4,0,"1"
"720",41,4,4,5,1,1,1,4,0,"1"
"721",32,4,4,3,0,1,1,4,0,"1"
"722",46,4,4,4,1,1,1,4,0,"1"
"723",40,3,4,3,1,0,1,4,0,"1"
"724",21,4,4,1,1,1,2,3,0,"1"
"725",32,4,4,3,1,1,1,4,0,"1"
"726",25,4,4,1,0,1,3,3,0,"1"
"727",24,4,4,1,1,1,1,3,0,"1"
"728",21,2,3,1,1,0,3,2,0,"1"
"729",22,4,4,1,1,1,3,3,0,"1"
"730",32,4,4,4,1,1,1,3,0,"1"
"731",30,4,4,2,1,0,2,2,0,"1"
"732",25,1,2,2,1,1,2,1,0,"1"
"733",31,3,3,6,0,1,3,1,0,"1"
"734",19,2,4,1,1,1,2,3,0,"1"
"735",33,2,2,7,1,0,2,3,0,"1"
"736",24,2,2,2,1,1,3,4,0,"1"
"737",19,3,3,3,1,1,2,3,0,"1"
"738",27,2,2,5,1,1,3,3,0,"1"
"739",32,4,4,2,0,0,1,4,0,"1"
"740",32,4,4,2,1,0,1,3,0,"1"
"741",29,1,3,5,1,1,3,3,0,"1"
"742",23,3,4,1,1,1,2,3,0,"1"
"743",34,2,4,7,1,1,2,3,0,"1"
"744",27,2,4,1,1,1,3,3,0,"1"
"745",37,4,4,4,1,1,3,2,0,"1"
"746",26,3,4,4,1,1,2,3,0,"1"
"747",31,2,3,7,1,1,3,3,0,"1"
"748",44,4,4,11,1,1,1,4,0,"1"
"749",35,3,4,4,1,1,1,4,0,"1"
"750",23,4,4,2,1,1,3,4,0,"1"
"751",24,2,4,2,1,1,1,4,0,"1"
"752",24,4,4,2,1,1,1,4,0,"1"
"753",39,4,4,3,1,1,2,4,0,"1"
"754",33,3,4,4,1,1,3,3,0,"1"
"755",24,2,3,2,1,1,2,1,0,"1"
"756",35,4,4,4,1,1,1,4,0,"1"
"757",35,4,4,6,1,1,1,4,0,"1"
"758",34,4,4,2,1,1,3,3,0,"1"
"759",48,3,4,3,1,1,2,3,0,"1"
"760",28,4,4,1,1,1,1,3,0,"1"
"761",26,4,4,1,1,1,3,3,0,"1"
"762",43,3,3,8,1,1,1,3,0,"1"
"763",28,2,2,5,1,0,2,4,0,"1"
"764",22,3,4,3,1,1,2,3,0,"1"
"765",26,3,3,3,1,1,3,3,0,"1"
"766",30,3,4,4,1,1,3,3,0,"1"
"767",38,4,4,5,1,1,2,3,0,"1"
"768",44,4,4,8,1,1,2,4,0,"1"
"769",25,4,4,1,0,1,1,4,0,"1"
"770",34,4,4,3,1,1,1,4,0,"1"
"771",26,4,4,3,1,1,3,4,0,"1"
"772",20,4,4,2,1,1,1,3,0,"1"
"773",39,4,4,2,0,1,1,3,0,"1"
"774",27,3,4,4,1,1,3,3,0,"1"
"775",32,4,4,2,1,0,3,4,0,"1"
"776",48,3,4,8,1,0,1,4,0,"1"
"777",39,4,3,4,1,1,3,4,0,"1"
"778",37,4,4,3,1,0,1,4,0,"1"
"779",33,4,4,2,0,0,1,3,0,"1"
"780",32,4,4,3,1,0,1,4,0,"1"
"781",25,4,4,2,1,1,1,3,0,"1"
"782",37,4,4,3,1,1,2,4,0,"1"
"783",40,4,4,4,1,1,1,4,0,"1"
"784",38,4,4,6,1,1,2,4,0,"1"
"785",36,4,4,4,1,1,1,4,0,"1"
"786",27,3,3,3,1,1,2,2,0,"1"
"787",22,1,3,2,1,1,3,1,0,"1"
"788",22,2,2,2,1,1,2,3,0,"1"
"789",30,3,4,3,1,1,2,3,0,"1"
"790",20,2,2,2,1,1,3,2,1,"1"
"791",34,4,4,2,1,1,1,4,0,"1"
"792",31,3,4,5,1,1,3,1,0,"1"
"793",30,3,3,3,1,0,3,2,0,"1"
"794",44,3,4,5,1,0,1,4,0,"1"
"795",24,3,3,3,1,0,2,1,0,"1"
"796",19,4,4,2,1,1,1,4,0,"1"
"797",28,4,4,5,1,1,2,4,0,"1"
"798",27,4,4,1,0,0,1,3,0,"1"
"799",29,3,3,3,1,1,2,1,0,"1"
"800",37,4,4,3,1,1,2,4,0,"1"
"801",32,2,2,8,1,1,2,1,0,"1"
"802",21,2,2,1,1,1,4,3,0,"1"
"803",33,2,3,7,1,0,3,1,0,"1"
"804",23,2,3,2,1,1,3,1,0,"1"
"805",36,2,2,5,1,1,3,4,0,"1"
"806",33,2,4,3,1,1,3,4,0,"1"
"807",35,4,4,2,1,0,1,4,0,"1"
"808",25,2,3,4,1,1,3,3,0,"1"
"809",29,2,4,4,1,0,2,4,0,"1"
"810",23,3,3,1,1,1,2,2,0,"1"
"811",19,3,3,1,1,1,2,1,0,"1"
"812",35,1,2,6,1,1,2,2,1,"1"
"813",25,3,3,3,1,1,3,2,0,"1"
"814",40,3,4,6,1,1,1,3,0,"1"
"815",17,3,4,1,1,1,2,1,0,"1"
"816",25,2,4,3,1,1,3,3,0,"1"
"817",24,3,3,1,1,1,3,2,0,"1"
"818",23,4,4,1,1,1,3,3,0,"1"
"819",25,2,4,3,1,1,3,2,0,"1"
"820",30,1,3,4,1,1,3,4,0,"1"
"821",31,1,1,3,1,1,4,2,1,"1"
"822",26,3,4,2,1,1,3,3,0,"1"
"823",28,3,4,2,1,1,2,3,0,"1"
"824",30,3,3,3,1,1,3,1,0,"1"
"825",29,3,4,5,1,1,1,2,0,"1"
"826",24,1,3,4,1,1,3,3,0,"1"
"827",26,3,4,2,1,1,1,3,0,"1"
"828",25,3,3,3,1,1,3,3,0,"1"
"829",35,4,4,3,1,1,1,4,0,"1"
"830",22,4,4,1,1,0,2,4,0,"1"
"831",19,4,4,1,1,1,2,4,0,"1"
"832",29,2,3,5,1,1,2,4,0,"1"
"833",21,3,4,2,1,1,3,3,0,"1"
"834",21,3,3,1,1,1,3,3,0,"1"
"835",41,1,4,9,1,1,2,1,0,"1"
"836",37,2,4,3,1,1,2,3,0,"1"
"837",27,4,4,3,1,1,3,4,1,"1"
"838",26,2,3,2,1,1,2,3,0,"1"
"839",37,4,4,6,1,0,3,4,0,"1"
"840",25,3,3,3,1,1,2,1,0,"1"
"841",32,4,3,3,1,1,2,4,0,"1"
"842",34,1,4,4,1,1,3,4,1,"1"
"843",23,4,4,2,1,0,2,4,0,"1"
"844",28,3,4,2,1,1,3,4,0,"1"
"845",24,3,4,1,1,1,3,4,0,"1"
"846",32,2,3,4,1,0,2,2,0,"1"
"847",22,1,2,3,1,1,3,1,1,"1"
"848",25,3,3,1,1,1,2,1,0,"1"
"849",25,2,3,2,1,1,2,4,0,"1"
"850",38,2,3,3,1,1,2,4,0,"1"
"851",33,2,2,2,1,1,3,4,0,"1"
"852",41,4,4,8,1,1,1,4,0,"1"
"853",29,3,3,4,1,1,3,4,0,"1"
"854",22,3,4,1,1,0,1,4,0,"1"
"855",29,3,3,6,1,1,3,3,0,"1"
"856",26,3,4,3,1,1,3,3,0,"1"
"857",28,2,3,3,1,1,3,4,0,"1"
"858",27,4,4,1,0,1,3,4,0,"1"
"859",29,2,4,2,1,1,3,2,0,"1"
"860",24,3,4,2,1,1,3,3,0,"1"
"861",29,3,4,3,1,1,3,2,0,"1"
"862",38,3,4,7,1,1,3,2,0,"1"
"863",23,3,2,2,1,0,3,2,0,"1"
"864",20,4,3,1,1,1,3,4,0,"1"
"865",32,1,4,4,1,1,3,2,0,"1"
"866",25,2,3,2,1,1,3,1,0,"1"
"867",26,1,2,3,1,0,3,2,0,"1"
"868",23,1,2,3,1,1,3,2,1,"1"
"869",23,4,4,3,1,1,3,3,0,"1"
"870",28,3,4,5,1,1,2,4,0,"1"
"871",22,4,4,3,1,1,3,2,0,"1"
"872",28,2,4,4,1,1,3,4,0,"1"
"873",26,3,3,3,1,1,3,3,0,"1"
"874",26,2,3,2,1,1,3,3,0,"1"
"875",24,4,3,3,1,1,3,3,0,"1"
"876",29,4,4,3,1,0,1,4,0,"1"
"877",29,3,4,4,1,0,1,3,0,"1"
"878",42,4,4,5,1,1,1,4,0,"1"
"879",27,4,4,2,1,1,3,4,0,"1"
"880",35,3,4,5,1,1,1,4,0,"1"
"881",21,3,4,1,1,1,3,2,0,"1"
"882",21,1,3,1,1,1,3,3,1,"1"
"883",22,3,4,1,1,1,3,3,0,"1"
"884",28,3,3,4,1,1,3,3,0,"1"
"885",22,3,4,1,0,0,1,4,0,"1"
"886",23,3,2,1,1,1,3,3,0,"1"
"887",28,3,3,2,0,1,2,3,0,"1"
"888",30,4,4,3,0,0,2,4,0,"1"
"889",25,3,4,3,1,0,3,4,0,"1"
"890",33,4,4,4,1,1,2,3,0,"1"
"891",33,3,4,6,1,1,3,2,0,"1"
"892",30,4,4,2,0,0,3,3,0,"1"
"893",22,2,4,1,1,1,3,3,0,"1"
"894",38,3,3,2,0,1,3,4,0,"1"
"895",35,4,3,2,0,1,3,4,0,"1"
"896",34,2,2,4,0,1,3,2,0,"1"
"897",39,4,4,2,0,1,3,4,0,"1"
"898",47,4,3,4,1,1,1,3,0,"1"
"899",38,4,4,2,1,0,1,4,0,"1"
"900",43,4,4,5,1,1,1,4,0,"1"
"901",21,3,3,1,1,1,2,2,0,"1"
"902",30,3,4,2,1,1,1,2,0,"1"
"903",27,3,4,2,1,1,1,3,0,"1"
"904",22,4,4,1,0,1,3,1,0,"1"
"905",25,1,2,3,1,1,2,3,0,"1"
"906",22,1,3,2,1,1,3,2,0,"1"
"907",28,4,4,4,1,1,2,3,0,"1"
"908",25,3,3,2,1,1,2,3,0,"1"
"909",26,4,4,2,1,0,3,3,0,"1"
"910",31,3,3,3,1,1,3,1,1,"1"
"911",32,1,3,4,1,1,3,3,0,"1"
"912",35,2,4,6,1,1,3,4,0,"1"
"913",24,2,3,5,1,1,3,3,0,"1"
"914",28,4,4,2,1,1,1,4,0,"1"
"915",36,4,4,3,0,0,2,4,0,"1"
"916",47,4,4,5,1,1,1,3,0,"1"
"917",26,4,4,2,1,0,1,4,0,"1"
"918",22,3,4,2,0,1,3,4,0,"1"
"919",30,4,4,2,1,1,4,3,0,"1"
"920",41,4,4,5,1,1,1,4,0,"1"
"921",19,4,4,1,1,1,3,2,0,"1"
"922",45,3,4,2,0,1,3,3,0,"1"
"923",35,1,2,5,1,1,2,2,1,"1"
"924",21,2,2,1,1,1,3,2,0,"1"
"925",32,1,2,6,0,1,2,3,0,"1"
"926",32,3,4,5,0,1,3,4,0,"1"
"927",46,2,3,6,0,0,3,4,0,"1"
"928",41,1,2,6,1,1,3,3,0,"1"
"929",36,4,4,3,0,1,3,4,0,"1"
"930",37,3,4,3,0,1,3,4,0,"1"
"931",37,3,4,4,0,1,2,4,0,"1"
"932",35,4,4,3,0,1,3,4,0,"1"
"933",29,2,3,4,1,1,3,2,0,"1"
"934",28,4,4,2,0,1,2,4,0,"1"
"935",46,4,4,4,0,1,1,4,0,"1"
"936",34,4,3,3,0,1,2,4,0,"1"
"937",43,3,3,2,0,0,3,4,0,"1"
"938",28,4,4,3,0,0,3,4,0,"1"
"939",28,3,3,3,1,0,2,4,0,"1"
"940",34,4,4,6,1,1,2,2,0,"1"
"941",27,2,4,4,1,1,3,4,0,"1"
"942",36,1,3,6,1,1,3,2,0,"1"
"943",17,2,2,0,1,0,3,2,0,"1"
"944",21,3,3,1,1,1,3,2,0,"1"
"945",25,2,2,1,1,1,3,1,0,"1"
"946",23,2,3,2,1,0,3,2,0,"1"
"947",25,2,2,1,1,1,3,3,0,"1"
"948",35,1,2,4,1,0,4,4,0,"1"
"949",32,3,4,4,1,1,3,2,0,"1"
"950",37,2,3,5,1,1,4,2,0,"1"
"951",31,3,4,4,1,0,3,3,0,"1"
"952",25,3,4,3,1,1,3,4,0,"1"
"953",26,3,4,4,1,1,2,4,0,"1"
"954",39,1,2,2,1,0,2,4,0,"1"
"955",21,3,3,2,1,1,2,3,0,"1"
"956",35,3,2,9,1,0,3,4,0,"1"
"957",20,2,2,1,1,1,3,2,0,"1"
"958",40,2,3,5,1,1,3,3,0,"1"
"959",41,3,3,7,0,1,2,4,0,"1"
"960",36,2,4,8,1,1,1,4,0,"1"
"961",40,2,4,3,0,1,3,4,0,"1"
"962",32,4,4,3,1,0,1,4,0,"1"
"963",24,3,4,4,1,1,2,3,0,"1"
"964",20,3,4,1,0,1,2,4,0,"1"
"965",32,4,4,4,1,0,1,4,0,"1"
"966",22,2,2,3,1,0,3,3,0,"1"
"967",30,3,3,4,1,0,2,2,0,"1"
"968",31,4,4,3,1,0,1,4,0,"1"
"969",35,3,4,5,1,1,1,4,0,"1"
"970",38,4,4,2,1,1,3,4,0,"1"
"971",31,4,4,1,1,1,1,4,0,"1"
"972",25,4,4,2,1,1,2,4,0,"1"
"973",30,4,4,2,1,1,1,4,0,"1"
"974",22,1,2,2,1,1,3,4,0,"1"
"975",31,4,4,3,1,1,1,4,0,"1"
"976",29,4,4,3,1,1,3,4,0,"1"
"977",29,2,3,3,1,0,3,2,0,"1"
"978",38,4,4,3,0,0,3,3,1,"1"
"979",22,3,4,2,1,1,2,4,0,"1"
"980",45,4,4,3,1,1,1,4,0,"1"
"981",26,3,4,3,1,1,3,2,0,"1"
"982",37,4,4,3,0,1,3,4,0,"1"
"983",36,4,4,3,0,1,2,4,0,"1"
"984",33,4,4,2,1,1,2,4,0,"1"
"985",32,4,4,3,1,0,1,4,0,"1"
"986",35,4,4,4,0,0,1,4,0,"1"
"987",25,4,4,1,1,1,1,4,0,"1"
"988",31,4,4,3,1,1,4,4,0,"1"
"989",25,2,3,5,1,1,2,3,0,"1"
"990",26,3,2,5,1,1,2,2,0,"1"
"991",23,2,3,3,1,1,2,3,0,"1"
"992",28,3,4,3,1,1,1,4,0,"1"
"993",34,3,4,3,0,0,3,4,0,"1"
"994",46,3,4,9,1,1,3,4,0,"1"
"995",25,4,4,1,1,1,1,4,0,"1"
"996",21,2,1,3,1,0,3,1,1,"1"
"997",25,2,3,4,1,0,3,2,0,"1"
"998",28,2,3,6,1,1,2,4,0,"1"
"999",36,2,4,11,1,1,1,4,1,"1"
"1000",46,1,2,9,1,0,3,4,1,"1"
"1001",35,2,2,6,1,0,3,1,1,"0"
"1002",41,3,2,11,1,1,2,3,0,"0"
"1003",27,2,4,1,1,0,1,1,0,"0"
"1004",25,4,4,0,1,0,3,4,0,"0"
"1005",23,2,2,2,1,1,3,3,0,"0"
"1006",48,1,1,1,1,0,3,3,1,"0"
"1007",23,4,4,0,1,0,1,4,0,"0"
"1008",31,3,4,2,1,1,3,3,0,"0"
"1009",49,4,4,1,1,1,3,4,0,"0"
"1010",42,2,3,2,1,1,1,4,0,"0"
"1011",26,2,4,3,1,1,3,4,0,"0"
"1012",21,2,2,1,1,1,3,2,0,"0"
"1013",29,3,4,4,1,1,1,4,0,"0"
"1014",38,1,2,12,1,1,2,3,0,"0"
"1015",25,4,4,2,1,1,3,2,0,"0"
"1016",22,4,4,0,1,1,3,2,0,"0"
"1017",20,3,4,0,1,1,3,3,0,"0"
"1018",35,4,4,1,1,1,1,3,0,"0"
"1019",32,2,3,1,1,1,3,3,0,"0"
"1020",38,2,4,3,1,1,1,3,0,"0"
"1021",27,1,2,4,1,1,1,4,1,"0"
"1022",41,2,4,1,1,1,2,3,0,"0"
"1023",28,3,4,0,1,0,1,3,0,"0"
"1024",23,4,4,1,1,0,3,3,0,"0"
"1025",27,4,4,1,0,0,2,4,0,"0"
"1026",33,4,4,2,0,1,1,4,0,"0"
"1027",39,2,2,5,1,0,3,2,1,"0"
"1028",41,2,2,5,0,1,2,2,0,"0"
"1029",40,2,2,8,1,1,1,3,0,"0"
"1030",43,3,4,10,1,1,3,3,0,"0"
"1031",35,3,4,6,1,0,2,2,0,"0"
"1032",32,3,4,0,1,1,3,4,0,"0"
"1033",49,2,3,4,1,1,2,3,0,"0"
"1034",47,2,2,4,1,1,3,1,0,"0"
"1035",42,4,4,1,1,1,2,4,0,"0"
"1036",48,4,4,4,0,1,1,4,0,"0"
"1037",42,4,4,3,1,1,1,4,0,"0"
"1038",37,4,4,2,1,1,1,4,0,"0"
"1039",23,3,3,1,1,0,2,4,0,"0"
"1040",24,3,4,0,1,0,2,3,0,"0"
"1041",43,2,3,3,0,1,2,3,0,"0"
"1042",24,3,3,2,1,0,3,2,0,"0"
"1043",29,2,4,0,1,0,3,4,0,"0"
"1044",45,1,1,0,0,0,2,1,0,"0"
"1045",31,4,4,3,1,0,2,3,0,"0"
"1046",44,1,4,9,1,1,1,2,0,"0"
"1047",28,2,3,1,1,1,3,1,0,"0"
"1048",28,3,4,1,0,1,2,2,0,"0"
"1049",33,1,2,0,1,0,3,3,0,"0"
"1050",43,4,4,6,1,1,1,3,0,"0"
"1051",34,3,4,4,1,1,1,3,0,"0"
"1052",36,1,4,2,1,1,2,2,0,"0"
"1053",22,4,4,0,1,0,2,4,0,"0"
"1054",35,2,3,8,1,1,3,3,1,"0"
"1055",25,4,4,1,1,1,1,4,0,"0"
"1056",43,1,2,8,1,1,2,2,1,"0"
"1057",46,1,4,8,1,1,1,4,1,"0"
"1058",27,3,4,2,1,1,1,3,0,"0"
"1059",30,1,1,7,1,1,2,3,0,"0"
"1060",25,4,4,1,1,1,3,4,0,"0"
"1061",42,4,4,1,1,0,1,4,0,"0"
"1062",30,1,3,1,1,1,3,4,0,"0"
"1063",27,3,3,4,1,1,2,4,0,"0"
"1064",45,2,3,11,1,1,2,3,0,"0"
"1065",29,3,4,2,1,1,1,3,0,"0"
"1066",36,1,4,1,1,1,3,3,0,"0"
"1067",49,1,2,8,1,1,3,1,1,"0"
"1068",47,1,4,7,1,1,2,3,0,"0"
"1069",30,4,4,4,1,1,2,4,0,"0"
"1070",24,2,3,2,1,1,3,1,0,"0"
"1071",48,1,1,6,1,1,2,3,1,"0"
"1072",47,1,2,2,1,1,2,3,1,"0"
"1073",24,3,4,1,1,0,3,3,0,"0"
"1074",48,3,4,5,1,1,2,3,0,"0"
"1075",38,1,2,8,1,1,3,3,1,"0"
"1076",45,3,4,0,1,1,1,3,0,"0"
"1077",43,4,4,3,0,1,2,4,0,"0"
"1078",33,1,1,5,1,1,3,1,1,"0"
"1079",37,3,4,7,1,1,3,4,0,"0"
"1080",36,2,1,6,1,1,2,3,0,"0"
"1081",25,3,4,3,1,1,1,1,0,"0"
"1082",49,4,4,6,0,0,1,4,0,"0"
"1083",30,4,4,1,1,0,1,4,0,"0"
"1084",35,4,4,5,1,1,1,4,0,"0"
"1085",28,2,4,0,1,1,3,1,0,"0"
"1086",30,4,2,0,1,0,3,3,0,"0"
"1087",27,4,4,2,1,0,1,4,0,"0"
"1088",45,2,4,8,1,1,2,3,0,"0"
"1089",46,3,1,5,1,1,3,2,0,"0"
"1090",28,1,4,0,1,0,4,1,0,"0"
"1091",21,2,4,0,1,1,2,2,0,"0"
"1092",20,3,4,2,1,1,3,3,0,"0"
"1093",28,3,3,5,1,1,3,3,0,"0"
"1094",25,3,3,1,1,1,2,2,0,"0"
"1095",38,1,2,6,1,1,2,1,1,"0"
"1096",20,3,4,1,1,1,3,2,0,"0"
"1097",24,3,4,2,1,1,2,4,0,"0"
"1098",39,3,1,1,1,1,2,3,0,"0"
"1099",25,1,3,1,1,1,4,2,0,"0"
"1100",23,3,4,4,1,1,3,1,1,"0"
"1101",24,4,4,1,1,0,1,3,0,"0"
"1102",26,4,4,3,1,1,1,4,0,"0"
"1103",20,3,4,2,1,1,3,2,0,"0"
"1104",31,3,3,1,1,0,3,4,0,"0"
"1105",22,4,4,0,1,1,2,1,1,"0"
"1106",36,2,3,6,1,1,2,3,0,"0"
"1107",45,3,4,0,1,1,1,3,0,"0"
"1108",47,2,2,7,1,1,2,2,0,"0"
